886	宜吃	82
23979	所属科室	364
19625	宜吃	647
7394	好发人群	2261
3849	忌吃	103
24429	空	43
2644	空	61
23028	临床意义	23031
19272	空	210
10279	空	61
11847	菜谱	4154
7612	常见并发症	438
13081	空	734
12666	常用检查	12668
15748	空	1521
15296	宜吃	277
17036	挂号科室	1061
16387	菜谱	2338
6950	所属科室	825
8128	宜吃	82
19378	常见症状	19413
15241	所属科室	576
17787	所属科室	363
4258	空	61
13873	治疗方式	67
2257	空	1521
24505	介绍	24506
3203	费用	3214
17739	常见症状	17741
6212	常用药品	6218
6937	常见并发症	6942
12787	常见并发症	12792
2101	费用	8097
17798	空	61
17497	别名	2039
11658	忌吃	11676
20834	阳性（分析结果）	20846
23982	空	68
2099	常见并发症	9501
8420	常见并发症	1117
18100	忌吃	103
9076	空	61
23595	挂号科室	23597
18343	忌吃	276
16421	所属科室	554
21797	费用	365
13159	菜谱	901
6583	菜谱	6713
18917	所属科室	885
25823	宜吃	275
2084	简介	9749
7760	空	68
21957	宜吃	1610
21864	相关疾病	21595
6982	提示	6983
5468	所属科室	364
9163	菜谱	291
13745	常见症状	13747
17009	费用	1130
24753	菜谱	2166
11526	常见并发症	11530
15552	常见症状	15554
24440	正常值（分析结果）	1405
18867	所属科室	147
13071	所属科室	553
1774	菜谱	1320
14208	菜谱	444
5810	菜谱	806
6514	常见并发症	6520
23099	宜吃	241
6978	常用药品	7247
10662	宜吃	647
3883	常用药品	3901
21229	相关检查	21239
9537	好发人群	517
13595	常见并发症	6538
5204	别名	5216
14458	常见并发症	1783
362	空	56
12233	好发人群	517
3489	费用	389
26084	相关疾病	26098
13081	菜谱	507
21140	所属科室	576
1786	所属科室	5264
19689	好发人群	517
6126	护理	85
14758	忌吃	102
2115	菜谱	426
15176	空	68
15007	菜谱	630
7658	常用检查	14832
25923	宜吃	1341
17057	常用药品	17062
19381	别名	19438
3264	护理	2394
14730	好发人群	14733
13999	菜谱	10244
1543	忌吃	205
24272	相关疾病	18781
21377	检查过程	21381
9522	空	68
7912	空	61
11824	宜吃	97
16516	忌吃	144
11245	空	11184
11376	空	7758
21504	所属科室	212
25750	治疗方式	1137
12616	常见并发症	3094
2397	好发人群	2400
26542	空	61
25977	检查分类	25242
9642	所属科室	9531
13595	常见并发症	13599
9453	菜谱	715
21919	所属科室	146
25977	正常值（分析结果）	1405
20565	所属科室	675
12508	菜谱	269
18488	宜吃	97
20063	相关疾病	6032
13490	好发人群	1148
22149	提示	22163
20347	治疗方式	347
3558	提示	3560
21250	所属科室	2476
2647	菜谱	2667
13555	费用	1051
3870	空	68
25097	检查过程	25101
20511	正常值	20513
6880	常见并发症	3366
14721	菜谱	468
9375	所属科室	146
2240	常见并发症	2248
23589	空	43
5810	菜谱	272
913	菜谱	447
12182	别名	12192
18066	常用检查	18077
8514	别名	8524
18049	菜谱	10575
17717	菜谱	2060
6982	菜谱	6991
14187	空	14188
7477	空	61
4557	常用药品	4562
21854	专科分类	11
12182	常见并发症	12187
12063	所属科室	1523
5204	常用检查	5208
3653	挂号科室	387
6434	常用药品	6438
17077	提示	6400
16962	空	16963
18636	空	61
17367	所属科室	51
6793	费用	5527
24278	常见并发症	20414
733	宜吃	299
23589	临床意义	23591
6507	所属科室	554
2533	宜吃	299
20743	空	43
12015	常用药品	12019
7988	护理	2032
3785	空	68
1572	所属科室	146
13208	治疗方式	347
15691	提示	15693
8001	忌吃	84
1782	护理	2394
2151	别名	2079
10923	空	61
11637	宜吃	97
11425	常用检查	11438
13231	挂号科室	337
16257	费用	776
17077	好发人群	17079
4796	别名	4802
1342	挂号科室	1298
7703	宜吃	241
9218	宜吃	205
8751	菜谱	2629
22699	相关疾病	9869
24886	检查分类	2679
8751	菜谱	8758
25923	空	61
25806	分析结果	18611
5309	宜吃	512
26042	所属科室	2476
9554	忌吃	302
734	常见并发症	8851
17881	忌吃	1950
4616	忌吃	84
2847	菜谱	2369
14927	常见症状	14928
22766	所属科室	553
1564	忌吃	301
4616	菜谱	131
22957	空	43
20221	空	43
3620	忌吃	26332
20653	所属科室	1803
15296	护理	15311
18488	常用药品	18495
19269	别名	19315
12148	常见症状	12149
17445	宜吃	174
12290	别名	12297
10226	忌吃	97
6229	菜谱	2169
4460	护理	4468
16215	所属科室	1803
12290	别名	12299
15372	常见并发症	1276
5859	护理	5890
9523	是否医保	114
20452	空	43
15210	提示	15211
10998	护理	11007
15387	所属科室	1358
1215	常用检查	1220
26918	正常值（分析结果）	26928
22917	相关疾病	22943
15903	忌吃	103
11245	提示	11246
6037	菜谱	20528
9462	宜吃	1376
13756	菜谱	13765
10916	提示	10917
19605	空	42
19716	不良反应	19493
6492	空	68
3550	菜谱	1310
16916	挂号科室	5720
5967	宜吃	173
21860	治疗方式	347
12281	别名	24686
23069	专科分类	246
5705	宜吃	275
14171	别名	14177
21957	护理	21967
4095	菜谱	807
5437	宜吃	97
20355	相关疾病	20357
26380	挂号科室	825
12072	别名	12078
13908	宜吃	174
1305	菜谱	18249
19382	宜吃	3675
5788	常用检查	5793
4254	护理	1483
6106	宜吃	97
4431	费用	4432
15473	宜吃	240
7041	别名	7063
537	空	68
8301	治疗方式	2807
21411	菜谱	668
18450	所属科室	1524
6629	费用	339
6758	所属科室	146
5415	宜吃	1837
25026	费用	19798
4067	常见症状	4070
23847	提示	2430
12154	费用	11842
12564	提示	12565
4095	菜谱	354
7887	宜吃	100
21983	专科分类	11
2527	菜谱	486
15509	宜吃	409
4254	常用检查	4257
7208	常用药品	7215
1900	常见并发症	1907
1900	忌吃	103
12717	好发人群	12720
22825	宜吃	241
3132	忌吃	205
2868	挂号科室	1061
16093	费用	2686
4656	忌吃	101
7065	挂号科室	675
22633	宜吃	100
12103	常见并发症	5205
8933	常见症状	8934
4693	空	61
18390	提示	18397
12055	菜谱	5714
3328	提示	3329
26960	菜谱	445
16415	宜吃	100
10268	所属科室	149
2566	宜吃	240
8865	治疗方式	8870
2245	费用	15
14077	菜谱	14093
1886	空	68
14782	忌吃	301
11037	费用	1313
7568	常见并发症	7574
21082	相关疾病	16482
17330	宜吃	82
14161	所属科室	6271
20056	宜吃	526
14820	宜吃	275
17502	忌吃	455
7269	常用药品	7275
24429	是否空腹	53
21950	检查过程	21955
16705	挂号科室	675
18424	治疗方式	67
15782	忌吃	102
15745	空	61
22825	别名	22852
6423	常用检查	6426
2386	常见并发症	2391
15663	菜谱	451
26755	常见并发症	16854
10439	宜吃	176
8353	费用	15
4327	提示	16
16448	忌吃	102
19376	宜吃	241
17367	常见并发症	8850
5269	菜谱	323
19890	相关症状	1802
16421	好发人群	517
3291	空	3203
1937	忌吃	303
17221	所属科室	1622
13221	所属科室	364
2647	常见症状	2662
17708	所属科室	1803
20404	菜谱	323
19502	所属科室	148
21326	相关症状	18739
845	别名	856
11645	空	61
9875	菜谱	9879
16692	提示	16693
3302	宜吃	454
13549	宜吃	83
14208	空	14188
14549	宜吃	241
25541	所属科室	308
14309	常见症状	14311
1557	菜谱	917
21250	常见症状	21262
16911	忌吃	204
5154	菜谱	1265
5674	治疗方式	1026
19384	好发人群	517
8683	常见并发症	8689
25751	宜吃	173
13986	空	61
13501	菜谱	4412
25540	相关疾病	8037
17160	常用药品	17165
15243	菜谱	9529
14746	忌吃	103
2026	提示	1381
10049	所属科室	146
25977	相关疾病	21446
2805	菜谱	2144
8386	宜吃	512
7429	别名	10636
24304	忌吃	103
21468	正常值	21470
14396	忌吃	206
246	介绍	18763
2429	提示	2430
22583	介绍	22584
10032	菜谱	10037
15577	费用	15
25313	检查分类	18740
10250	提示	621
23060	阳性（分析结果）	23068
24397	空	68
344	菜谱	8974
11769	忌吃	103
12429	空	61
6729	别名	6740
6441	好发人群	517
11988	宜吃	240
14573	提示	14574
7604	好发人群	1577
2150	别名	10546
2780	常见并发症	2786
15718	常用药品	15723
19001	空	210
22917	所属科室	364
15088	所属科室	885
9836	好发人群	4748
6624	宜吃	382
11864	宜吃	82
24350	不良反应	19493
11855	宜吃	526
7760	护理	7766
552	忌吃	206
14240	菜谱	10351
11495	所属科室	146
18569	别名	18577
12433	忌吃	455
15126	忌吃	203
11459	忌吃	276
24319	忌吃	205
20056	宜吃	173
24822	所属科室	148
16069	费用	16070
13314	忌吃	474
11050	护理	11075
14208	忌吃	723
19499	忌吃	302
25403	相关科室	25412
10060	所属科室	554
16279	菜谱	507
17905	宜吃	174
12015	费用	1400
14991	忌吃	206
22405	分析结果	18629
18832	忌吃	202
6032	宜吃	787
17897	空	17897
11153	所属科室	362
1165	挂号科室	148
12558	好发人群	1291
8638	别名	8658
25278	正常值	25280
21812	分析结果	18628
250	忌吃	276
9416	挂号科室	387
9672	宜吃	1394
24941	菜谱	2197
25590	所属科室	117
22166	常见并发症	23641
23980	费用	24011
21860	常见症状	21870
19266	菜谱	7621
19079	别名	19094
12946	菜谱	5867
9926	菜谱	445
25484	所属科室	1523
23043	菜谱	5773
19256	菜谱	2352
10670	空	61
2418	宜吃	408
4254	宜吃	100
26381	菜谱	5373
1573	菜谱	1607
250	忌吃	277
12993	菜谱	945
4693	费用	4694
4720	常用检查	4723
14100	所属科室	554
11344	空	11330
23765	常见症状	23768
25150	空	210
26541	常用药品	551
2900	常见并发症	26365
6583	费用	6703
5085	挂号科室	251
14053	菜谱	1107
23286	常见症状	23309
17860	宜吃	205
17140	是否医保	114
18832	常用检查	18849
18026	挂号科室	148
15715	常见并发症	1693
1312	好发人群	1315
25990	所属科室	147
18619	忌吃	302
12281	空	214
17869	菜谱	134
25320	菜谱	3745
18916	常见症状	18925
13572	常见症状	13574
25144	相关科室	18695
12712	所属科室	1803
4036	常见并发症	4044
14405	别名	11268
3658	宜吃	275
16586	常见并发症	7838
17317	所属科室	810
22424	分析结果	18629
1664	好发人群	1659
14605	所属科室	885
13380	空	61
18026	空	61
15639	挂号科室	1821
12892	好发人群	1577
2342	常用检查	2346
1952	所属科室	147
10341	空	61
26787	别名	26800
25601	相关疾病	25664
22824	常用药品	22841
212	空	68
5581	所属科室	1524
15915	菜谱	265
16683	宜吃	333
1000	忌吃	103
1041	菜谱	443
12666	是否医保	114
16172	宜吃	83
17926	所属科室	337
8804	常见并发症	7399
6978	菜谱	2001
7933	所属科室	1061
16987	常用检查	16991
9893	空	2442
18619	常见并发症	6463
1564	菜谱	1571
15760	宜吃	301
22913	护理	22924
10988	宜吃	647
15838	常见并发症	15843
2041	宜吃	512
1357	所属科室	1298
21336	正常值	21338
13105	常用检查	13108
9805	菜谱	567
10493	好发人群	517
9421	好发人群	1148
9441	常见并发症	1780
2645	空	61
1221	菜谱	15920
13555	所属科室	5264
1428	提示	17827
19174	别名	23637
5085	费用	3278
23285	常用药品	551
20987	相关科室	18786
17787	常用检查	17790
11521	菜谱	264
9794	菜谱	1983
1782	是否医保	114
10401	相关疾病	3527
19359	是否空腹	53
9429	所属科室	146
26625	提示	26629
858	别名	867
25278	分析结果	18628
911	常见症状	957
26529	宜吃	82
23043	菜谱	5965
25933	空	210
1960	宜吃	454
7172	提示	7173
17367	忌吃	81
9854	常见并发症	9859
12651	好发人群	517
5342	所属科室	675
3658	忌吃	3678
9086	常用检查	9089
15808	忌吃	103
7949	宜吃	723
24193	相关疾病	19066
4720	所属科室	146
17337	常见症状	17340
20656	空	210
15941	提示	2430
17421	忌吃	648
3924	常用检查	3927
12652	所属科室	362
6293	空	68
12148	好发人群	581
6010	菜谱	6017
18298	菜谱	21978
6212	宜吃	173
27009	相关疾病	27034
24712	挂号科室	2704
16586	菜谱	7230
16540	宜吃	101
22591	介绍	22592
20368	治疗方式	347
1564	菜谱	266
23060	注意事项	23064
16818	提示	16819
22713	不良反应	19493
23664	检查分类	9858
14233	宜吃	173
23970	相关症状	22483
2762	常见并发症	8812
1862	宜吃	3357
13472	护理	13477
2883	宜吃	81
21547	所属科室	2476
17248	忌吃	302
6181	空	61
6293	空	1549
2726	菜谱	229
20910	常见并发症	1006
12491	菜谱	2458
14408	常用药品	14413
22208	正常值	22278
11029	忌吃	98
21272	所属科室	146
12055	所属科室	1803
1781	宜吃	100
23098	空	61
23100	别名	23142
26713	治疗方式	501
10557	菜谱	3419
21466	所属科室	904
12022	菜谱	7538
599	宜吃	205
17337	挂号科室	17339
7162	忌吃	205
25183	不适宜人群	24316
20649	宜吃	408
6639	菜谱	6651
4546	所属科室	308
25925	菜谱	2573
22432	分析结果	18628
9523	忌吃	648
25126	适用性别	12
12651	菜谱	229
10998	治疗方式	227
9865	费用	15
10670	空	2100
25822	菜谱	237
5622	所属科室	146
21727	检查分类	19082
17077	挂号科室	251
10245	所属科室	212
22591	分析结果	18611
13308	宜吃	1341
9767	菜谱	1484
8119	菜谱	2369
1774	常见并发症	1786
1165	所属科室	362
14506	忌吃	205
6206	空	210
18465	忌吃	203
14188	宜吃	173
16100	提示	16101
26382	所属科室	554
2245	常见并发症	9566
8638	忌吃	103
4389	菜谱	4410
11728	治疗方式	67
1357	治疗方式	1366
19071	分析结果	18628
26870	空	26084
635	宜吃	277
25599	相关疾病	25666
19368	相关疾病	19379
13917	忌吃	455
17230	所属科室	364
25144	正常值	25146
18548	常见并发症	18555
5227	忌吃	455
4763	所属科室	364
7429	治疗方式	67
25239	相关疾病	25248
1645	宜吃	100
19225	相关症状	18739
18738	相关疾病	3132
8435	宜吃	275
681	好发人群	764
8632	护理	3605
12415	忌吃	103
22803	阴性（分析结果）	22809
21433	费用	19901
12508	治疗方式	67
17989	忌吃	84
8998	菜谱	6613
7754	菜谱	269
3512	菜谱	3522
20823	适用性别	12
15552	空	68
3942	是否医保	114
17342	忌吃	204
4227	是否医保	114
3481	宜吃	1896
16692	所属科室	554
4590	菜谱	448
18607	相关疾病	18613
1503	忌吃	103
21468	介绍	21469
15293	挂号科室	51
5658	菜谱	5664
16115	忌吃	299
10965	宜吃	408
7645	护理	2497
11217	忌吃	648
6106	常用药品	6114
26839	治疗方式	67
13147	空	68
20540	相关检查	20575
2780	空	61
14445	菜谱	4859
6301	菜谱	6314
18678	检查分类	18698
13093	空	68
6180	是否医保	114
9441	菜谱	9450
914	忌吃	205
6729	常见症状	6731
5512	菜谱	5539
7041	宜吃	242
17631	菜谱	12257
24900	相关科室	18788
1503	所属科室	147
9576	菜谱	2167
6345	常见症状	6348
3362	所属科室	146
14578	菜谱	443
395	好发人群	4809
12914	常用药品	25422
2647	忌吃	2673
2418	所属科室	120
17497	常用药品	551
10032	费用	253
17689	护理	17697
9545	菜谱	4032
2151	治疗方式	2054
3550	忌吃	723
24809	介绍	24810
26278	常见并发症	4106
6500	常见并发症	757
12072	常见并发症	12012
13231	宜吃	205
12223	宜吃	2540
25060	相关科室	20459
24266	空	68
18781	空	68
23286	空	61
3585	所属科室	51
16100	忌吃	84
17956	别名	17962
21830	临床意义	21833
15795	护理	15800
13800	常用药品	13804
775	治疗方式	67
15691	宜吃	174
21433	阳性（分析结果）	21439
8601	所属科室	62
23722	相关症状	146
5342	宜吃	301
15760	空	1521
7526	忌吃	102
15915	护理	9331
17995	常用药品	551
12396	常见并发症	912
552	挂号科室	553
16516	宜吃	647
23069	相关科室	22964
7912	忌吃	205
14396	所属科室	1803
21132	所属科室	21150
3052	菜谱	505
14585	宜吃	1341
6106	空	6074
6978	宜吃	275
8536	宜吃	333
19631	临床意义	19634
26570	常见并发症	26592
23104	常见并发症	23182
11598	常见症状	11601
8137	忌吃	334
3060	挂号科室	212
14030	菜谱	2197
7837	宜吃	299
7325	常见并发症	7332
14709	常见并发症	317
22199	治疗方式	22214
25313	相关科室	25322
23589	相关疾病	15007
1440	常用检查	1442
19081	别名	19113
7139	宜吃	203
16311	菜谱	6921
22629	菜谱	1238
4275	常见症状	4277
932	菜谱	946
18879	菜谱	1983
824	菜谱	837
12336	常见并发症	2442
12265	菜谱	4710
11397	宜吃	4352
2100	宜吃食物	10586
25581	相关疾病	25594
11855	常用药品	11862
16019	空	68
26960	忌吃	103
13787	费用	776
5920	菜谱	3020
23853	正常值	23855
12603	别名	12609
3685	菜谱	1878
12882	挂号科室	212
24078	宜吃	333
14774	挂号科室	51
6010	空	61
9076	所属科室	146
5299	空	5205
19553	宜吃	408
19943	相关症状	212
13703	提示	13465
3717	菜谱	265
13973	所属科室	146
9060	所属科室	554
24188	所属科室	117
17057	空	17016
7556	费用	389
4275	空	61
476	忌吃	299
22389	相关疾病	20875
6188	常见并发症	3132
10373	所属科室	51
5333	常见症状	5335
9698	菜谱	443
